sentence,translation
这件夹克针脚做得真密实。,The stitches on this jacket are densely woven.
伊现在开一间店，趁甲真密实。,He now has opened a shop and is earning a great quantity.
目前不能完全确定，但是大概率是可橙父母压根没让孩子去参加高考。,"For the time being, it is most likely, but still uncertain, that Kecheng's parents have never sent their child to gaokao at all."
台北车头咧欲到矣。,We are arriving at Taipei Station soon.
我们客场逼平强敌，实属不易。,It's no easy feat for us to snatch a tie from the powerful opponent in an away game.
食几多着几多真系整定。,What one could have in one's life really is predestined.
爹，是个婆婆，争些勒杀了。,
只股票跌过龙。,This stock is dropping too much.
只股票顶笼上到三十六蚊。,This stock will rise to $36 at most.
三加二等如五。,Three plus two equals five.
等咧啦！我未了。,Wait a moment! I'm not done yet.
伊等咧会来。,He/She will come later.
我去过水吧，有辰光蛮适意，必过有辰光打得也蛮痛。,"I’ve been to that spa, sometimes it’s quite comfortable, but sometimes the massage is rather painful."
后来我们又发现厨师买货时打斧头，所以我对厨师的印象很差。,"Later, we discovered the chef was pocketing money when stocking goods, so I have a very bad impression of chefs."
政策朝令夕改，令人无所适从。,"The policies change frequently and erratically, which make people not know what course to take."
我的新衣服喂了狗了。,My new shirt is ruined.
你算老几？,Who you do think you are?
然然妈妈曾经也劝她去参加扭转治疗。,
今次比赛我又包尾。,I came last in this competition again.
楼市已经见顶。,The real estate market has peaked.
他的实力已经见顶。,His potential has reached the ceiling (no more room for growth).
预算已经见底。,The budget has hit rock bottom.
我就快到。,I am about to arrive.
八个人齐巧坐一桌。,"As it happens, eight people fill one table."
人家告我紫竹林一家德国药店，卖什么「拜耳生发膏」，灵透了，我就不信。,
高干子弟往往享有特权。,
足下三冬雪，身边六月麻。,"Below my feet, the snow of winter months; on my body, the hempen cloth of July."
现在多数古生物学家放弃了尼人是直立人向智人进化的一个过渡阶段的观点。,"Presently, most paleontologists have abandoned the viewpoint that Neanderthals are one of the transitional stages of evolution from Homo erectus to Homo sapiens."
但如今大马哈鱼属珍稀鱼类，要想剥几十条大马哈的鱼皮来制衣几乎不可能。,"But since the chum salmon is now a rare species of fish, it is almost impossible to think of skinning dozens of chum salmons to make clothes."
但愿我们的小主人不要成为一个大马哈呀……,If only our little master does not become a scatterbrain...
以前，我是一个「大马哈」，借了书经常忘记还。,I used to be a scatterbrain. I often forgot to return the books I borrow.
大马哈的我，现在也想不起来放了什么东西。,The scatterbrained me can't remember what I put now.
江城遭遇病毒祸，冠状肺炎肆虐人。,Wuhan was met with disaster from the virus; coronavirus disease wreaked havoc on the people.
因此，机关组织之变革和处理以下三次冠状肺炎有连带关系。,
由于国内和全球经济受到冠病疫情爆发的影响，商家普遍对我国的经济感到悲观。,"Because the domestic and global economy has been affected by the outbreak of the Covid-19 pandemic, businesses are generally pessimistic towards the Malaysian economy."
位于今台山市西南方的海域，是广东省沿海最大的岛屿。,
今释奠有伯鱼而无子思。,These days in the rites of shidian offerings were made to Boyu but not to Zisi.
要之，只消一个「操」字。,"In summary, it is all about one word – practice."
然后捉左只猫。监硬塞落个缸度。,Then she caught a cat and forced it into the crock.
你搞边科？,What are you doing?
你系梦身痕呀？,You want a beating?
他大学谈了一次恋爱，那个女生成了他念念不忘的白月光。,"He had a love relationship in college, and that girl became the white moonlight he never forgets."
她是他念念不忘的初恋，是他的白月光，是他一生难忘的信仰。,"She is the first love he never forgets, is his white moonlight, is his unforgettable faith."
一男遭雷击身亡。,A man was struck dead by lightning.
沙番立即去见希勒家，把王的指令确切传达。,Shaphan immediately went to see Hilkiah and faithfully conveyed the king's order.
今朝我轮仔个班头辰光勿好。,The number of journeys today isn't good.
现在，这位黑猫警长不仅怕老婆，也觉得愧对自己的儿子。,
故所以，今下创读唐书就系救客家人，救客家话。,
垃海饭店里向勿会寻到飞机个。,You won't find planes in a restaurant.
自然法为何不绝如缕？,Why won't natural law cease to exist?
今朝比昨日加二热。,It's even hotter today than it is yesterday.
我思量些羊肚儿汤吃。,
威卡教徒仍会举行宗教仪式来过节。,Wiccans still perform religious rituals to celebrate [Samhain].
他有一个好赌的父亲。,He has a father who loves gambling.
每天晚上他都要「画地图」，将一张床，直接尿成一个「小湖」。,"Every night he would ""draw a map"". He would pee the bed directly into a ""small lake""."
恭祝你福寿与天齐，庆贺你生辰快乐！,We wish your good fortune and longevity will be like the heavens and wish you have a happy birthday!
加里宁格勒州是俄罗斯的一块飞地。,Kaliningrad Oblast is an exclave of Russia.
九月九，风禽断线半天走。,"On the ninth day of the ninth month, the kite string breaks and flies away into the sky."
武林要以和为贵，要讲武德，不要搞窝里斗。,"In the community of martial arts, harmony must be prized and maintained. Martial ethics must be emphasized. Internal strifles are not allowed."
这闪电五连鞭，不讲武德啊！我劝你耗子尾汁！,
这组镜头让我泪目，那分明就是我自己的父亲。,"These scenes moved me to tears, as that clearly is my father."
一句话让所有送行的人泪目。,A sentence that will make everyone seeing off cry.
那妇人带上孝，一路上假哭养家人，来到城外化人场上，便叫举火烧化。,
事情处理好了，你派几个人进屋，把皇上送到化人场烧了。,
奥利给，干了兄弟们！,"Go for it, brothers!"
武术推广也要「耗子尾汁」,
落雨咋嘛！,It's just some rain!
你快给我还钱，不然走着瞧！,"You better give me the money back, or I'll teach you a lesson!"
清朝末年是一个乱世，列强环伺，民不聊生。,"The final years of the Qing dynasty were chaotic times. The great powers surrounded and watched [the country], and the masses were destitute."
该顿饭，单单酒水，先勿先要五六百块。,"With this meal, even if you just count the dishes for the feast, just that is going to cost a good five or six hundreds up front."
他已经七十多岁了，体力大不如前。,He is in his seventies. He does not have as much energy as before.
终于学会伪音啦！,[I]'ve learned how to do my girl voice!
妈妈和女儿都很喜欢塔麻可吉。,Mom and daughter both love their Tamagotchis.
你才知道现在2021年了？兄弟，大清亡了。,"Did you just know it's 2021 now? Queen Anne's dead, dude!"
收编土匪武装是建军初期迅速壮大红军的重要手段。,Incorporating militia of bandits was an important way of rapidly expanding the Red Army in the early days after its establishment.
我怎么被这个人牛头人了？他真是个渣男。,How did I get cheated on by this person? He really is a scumbag.
恩格斯的这番言论被一位男性博主讥讽为「田园女权」。,"The views of Frederich Engels is satirized by a male blogger as ""Chinese radical feminism""."
体育课放羊，让学生自家去搞。,"In Physical Education classes we let everybody go feral, the students can run amok all they want."
朝食后，告辞天只前，则教「以好赴，大雪国辱。」,"After the morning meal, I said my farewells to Mother. Then she instructed me: ""Go well; fully cleanse [the country of this] national humiliation."""
在女性幻想的男男恋中主动方被视为「攻」、被动方则为「受」,"In female's fantasy about boys' love, active one will be ""seme""; while passive one will be ""uke""."
可以相信，一旦易性成功，如愿以偿，他（她）也就容易当好这个角色。,
敢等会到寒人？,Could you stay the winter?
他把实现个人价值的期待寄托在公众号上，希望它成为沟通高墙内外的桥梁。,
大姐这话对！可是什么家伙也得有人使，有人教给才行哪！,
最让我惊叹的是这些房子经历了这么多年的风吹雨打，有些还能完整保存下来。,"What surprised me the most was that these houses were buffeted by the wind and rain for several years, and yet some were completely fine after it."
上海是我最喜欢的城市，没有之一。,Shanghai is my single favourite city.
你越读书越没出息，索性弄到灭门之祸了。,
新疆在1884年建省。,Xinjiang was made a province in 1884.
主能用手遮截保护，心可安然免烦恼。,"The Lord can use His hands to cover and protect [you]; [your] heart can be at peace and not worry. [literal translation]
In His arms He'll take and shield thee; thou wilt find a solace there. [original lyrics]"
她对网暴者的诉讼被迫停止。,Her lawsuit against the cyber bulliers was forced to stop.
注意落石。,Danger — falling rocks.
卡车停靠点。,Truck parking only.
伊来送年礼。,He brings new year's presents.
现代汉语方言演变的普遍趋势是官话化。,The general trend in the evolution of modern Sinitic lects is Mandarinization.
这些信息就像商品标签，最终用于客户挑选「卵妹」。,
现实情况下，卵妹都不希望别人知道自己捐卵的事情，避免日后有不必要的麻烦。,
你讲的是何至个？,Which one are you referring to?
高考「来事儿」怎么办？,What do I do if gaokao is held on my period?
「摩西，摩西，你叫大烟吗？」突然的，是一个青年人的口音，协和语。,
食餐饭又点讲得打搅呢？多年书友。,How would it count as a bother to have a meal? We've been classmates for so many years.
随得你啦。,Up to you.
今年花生失收。,There is a poor peanut harvest this year.
魔装少女就是本少爷！,I'm the one dressing up like a magical girl!
奇台县有中国唯一的塔塔尔民族乡。,The only Tatar ethnic township in China is located in Qitai County.
禁止手扶。,No holding.
捐躯赴国难，视死忽如归。,"Devoted to nothing but the country's rescue,
He stares into the face of Death proud and ready.
(literally, “…, he sees death like returning.”)"
忽如一夜春风来，千树万树梨花开。,"Is like a spring gale, come up in the night,
Blowing open the petals of ten thousand peartrees."
一些国家正在尝试入常。,Some countries are trying to become permanent members of the United Nations Security Council.
新疆卫视是中国首个上星的省级电视频道。,Xinjiang TV is the first provincal TV channel to be broadcast on satellites in China.
注意横风。,Beware of crosswind.
注意雾天。,Be careful in foggy weather.
《教程》以香港社会为本位，所以例句的字词都以当下的香港话为依归。,"The Course treats the society of Hong Kong as its foundation, so the wording of example sentences is based on today's Hong Kong Cantonese."
这届病毒里出了变形金刚？,
朱山也不敢踢我，甚至骂我说，日你妈，我的豆腐你也敢吃。,"Zhu Shan would no longer dare kick me, or insult me, and say ""fuck you, how dare you flirt with my woman!"""
《停战协定》第十三条是防止朝鲜半岛战火复燃的一个关键条款。,"Paragraph 13 of the Armistice Agreement was a key provision, essential for preventing the recurrence of war on the Korean peninsula."
账务由心细的李小姐经手，绝对不会出错。,The accounting is carefully handled by Miss Li; absolutely no mistakes are made.
情绪失控背刺杀害无辜机车骑士。,Murders an innocent motorbike driver by stabbing his back when losing control.
扬州柳垂官路，有轻盈换马，端正窥户。酒醒明月下，梦逐潮声去。,"In Yangzhou's willow-shaded lanes,
Some with lissome grace alight,
Noble forms glancing through the gates.
Sobered by moonlight's pensive gaze,
Dreams chase the tides that whisper away."
餐饮业外送服务在台湾已经盛行多年，外送服务已经是各速食业者必备的服务。,The restaurant delivery service has been popular for many years in Taiwan. Delivery service has been the necessary service for each fast-food industry.
日日扮工好辛苦。,Pretending to be working every day in the office is very tiring.
「和平」和「平和」是同素异序词。,和平 and 平和 are anagrams.
但是如果掌控得不好，打工也会耽误学业，而且打工时间过长还有可能拖垮身体。,
关上浮，腹痛，心下满。,
面对觅地建屋的急迫需求，社会上时常有声音认为应优先发展棕地等。,"In response to the urgent demand to resume land and construct residential houses, there are often opinions in the society advocating the prioritization of developing brownfield."
杠精请左上角，谢谢。,"If you are here to argue for the sake of arguing, please just leave. Thank you."
依劳工意愿选择补休并经雇主同意者，应依劳工工作之时数计算补休时数。,"The employer shall calculate the hours of compensatory leave based on the hours of work performed, as the worker chooses to take compensatory leave with the consent of the employer."
而这时，身后的荒岛已经消失，像是那里发生了陆沉，只剩下一片澄明的海……,"Right now, the islands behind me have already disappeared, as if they had sunk into the sea, leaving a clear and open sea behind…"
道指重挫近千点。,Dow Jones plummets 1000 points.
为什么现在的男人这么普信？,Why men nowadays are so confident even though they are so average?
进屋歇着去。,Go inside and take a rest.
快坐快坐，烤烤火。,Quickly take a seat and warm yourself by the fire.
莫迪曾担任古吉拉特邦首席部长。,Narendra Modi held office of the chief minister of Gujarat
如果李家超开记者会扮比卡超道歉，大家会否原谅它？,Will you forgive John Lee if it opens a press conference and poses as Pikachu?
我劝你还是不要意气用事。,I urge you not to act on impulse.
伊这人一路来诚森妄，讲话诚无客气。,She is a very arrogant person and she never speaks politely.
斜对面有间超市。,There is a supermarket diagonally opposite [of here].
有劳你把信交给他。,May I trouble you to deliver this letter to him?
那就有劳您了。,
他们何罪之有呢？,What crime did they commit?
小胡这两天有点牙疼。,Young Hu has had a toothache these past few days.
马拉多纳是世界公认的球王。,
只有他跟几个少数心腹知道，他们这位微笑少东事实上根本一点都不亲切！,Only he and some of his trusted aides know that the smiling young master is not friendly at all!
畜生不如！云南女孩遭渣渣父亲用数据线打、脚踢，用开水烫…,
瞎讲有啥讲头啦？,What’s the point of talking nonsense?
与此同时，酷儿理论利用超性别这个概念来对传统的性别两分结构进行挑战。,"Meanwhile, queer theories make use of the concept of transgenderness in their confrontation with the conventional binary structure of the gender."
感时花溅泪，恨别鸟惊心。,"Saddened by the changes that time has brought, the sight of flowers makes me shed tears; resentful of being forced to leave, the sound of birdsongs has my heart in shock."
我是朝鲜族，但不会说朝鲜话。,"I'm an ethnic Korean, but I cannot speak Korean."
话题里都是一水儿的好评，这是被控评了吧？,"The comments in this topic are unanimously positive, has it been censored?"
前人研究结果表明：宁夏固原炭山地区存在大量的与煤伴生的油页岩资源。,"It is pointed out that there are abundant resources of oil shale which accompany coal in Tanshan, Guyuan, Ningxia."
不要告诉别人，自从失去合约后，我就觉得自己是个伪装者。,"Just between you and me, ever since I lost that contract, I've felt like a pretender."
他把他的成功归功于幸运。,He attributes his success to good luck.
活动先后在黑河和俄布市举行，中俄双方70组家庭200人进行了互访交流。,
解放军的中程弹道导弹是美军第二岛链内的基地的威胁。,The medium-range ballistic missiles of the People's Liberation Army are a threat to bases of the American military within the second island chain.
她和他出去？门都没有啦。,She goes out with him? Not a chance.
这个社会已经成何体统？,What kind of degeneracy has this society become?
其实也不尽然。,It's actually not exactly so.
这份工作需要多益。,This job requires TOEIC.
台湾大法官周三（5月24日）释宪宣布禁止同性结婚是违反宪法。,"On Wednesday, May 24, justices of the Constitutional Court announced the constitutional interpretation that bans on same-sex marriage are unconstitutional."
人家一个外国孩子，不远万里来到中国。,"She is from a foreign country, traveling thousands of miles to China."
插入钥匙卡。,Insert key card.
你得看开些。,
小仪疲倦地打了个呵欠，明天礼拜四，是厂礼拜，可以好好休息一天。,"Xiao Yi yawned tiredly. Tomorrow is Thursday, it is the factory day off, so she can take a good rest for a day."
单纯违反或不遵守法律或规章之预防性规定之不法行为，为轻微违反。,Misdemeanors are illegal acts that merely violate or disobey preventive measures of laws and regulations.
释顺道不知何许人也。迈德高标，慈忍济物。,"It is not known what kind of person Seok Sundo was. He was of surpassing virtue and lofty character, and with compassion and perseverance he gave succor to the world."
你看哀凤新品发表会了吗？,Have you watched the new iPhone launch event?
你也想着一家儿披麻带孝为何由，故来这灵堂里寻斗殴。,
你想得美！,In your dreams!
所有攻击我的人，你们一定有阴谋，一定是阿共的阴谋！,"For all people attacking me, you must have plans for that! It must be the commies' plan! (code-switching between Mandarin and Hokkien is included in this quote)"
这理由让不少网友直呼荒谬到笑呼「人类的一生乳滑是无法逃离的一环啊」！,
屋子里黑糊糊的。,It's rather dark in the room.
开便有好多车。,There are lots of cars outside.
如今的小学作业考验逻辑推理能力，家长们也一个头两个大。,"Nowadays, primary school homework tests logical deduction ability, and gives parents a headache as well."
不要搞奇奇怪怪的建筑。,No more bizarre buildings.
中国人在国际交往方面，应当坚决、彻底、干净、全部地消灭大国主义。,"In international relations, the Chinese people should rid themselves of great-nation chauvinism resolutely, thoroughly, wholly and completely."
你出卖我？」「高义，你个仆街仔！,"“You betrayed me?” “Ko Yee, you bastard!”"
肚仔么个都无。,Nothing is inside.
有兜系红色个，有兜系黄色个。,"Some are red, and some are yellow."
内用还是外带？,For here or to go?
南片会泼雨。,The rainwater is coming in from the south side.
从午正到申初，遍地都黑暗了。,Now from the sixth hour [= noon] there was darkness over all the land unto the ninth hour [= three o'clock].
即管试下先。,Let me give it a try.
请看今日之域中，竟是谁家之天下？,"Please look at our country now, whose house does our nation end up belonging to?"
差人（差役、绿衣）到吗？,"""Has the policeman arrived?"""
1949年，国民政府播迁来台。,
四位英雄会接，张文牵领众人下跪恭迎。,
你若借此招摇撞骗，可要置你于死的！,"If you do, and attract attention to yourself and force people to give bribes, the penalty will be death!"
冒充人民警察招摇撞骗的，依照前款的规定从重处罚。,Whoever impersonates a people's policeman to go about and deceive people shall be given a heavier punishment in accordance with the provisions of the preceding paragraph.
哪个没长眼睛的把碗打碎了？,Which brute broke the bowl?
你再不走，别怪我拳头不长眼睛。,"Leave now, or I will beat you up."
阿拉日里旅游，夜到吃酒。,We sightsee in daytime and go drinking at night.
这篇文章并没有春秋笔法，只是记录事实而已。,
爱叫人，知无？,"You need to call out people's names, understand?"
作业极好个多了。,What a boatload of homework!
法轮功以「真、善、忍」作为功法理念。,
存在这个空的成分违反了汉语介词不得悬空的限制，因此不合语法。,"The existence of this null element violates the restriction in Chinese where prepositions cannot be stranded; thus, it is ungrammatical."
一段潮音软语，温柔多情，委婉娇媚。,
潮人奏潮音，这场演出很「潮」！,
或有一天，我们到了海边，听潮音为你我说因缘。,
这个国家，特斯拉成了街车，中国车企也「挤破头」,
原来哈拿心中默祷，只动嘴唇，不出声音，因此以利以为她喝醉了。,"Now Hannah, she spake [lit. prayed silently] in her heart; only her lips moved, but her voice was not heard: therefore Eli thought she had been drunken."
落雨天架勿要跑出去。,Don't go outside when it's raining.
冷天冷色，要注意防寒。,"With such cold weather, one ought to protect against the cold."
伊对我冷冷热热，勿晓得存啥个心。,"With this kind of fickle attitude he gives me, I don't know what intentions he has."
今年是干黄梅，所以物事勿霉。,"The rainy season this year is rather dry, so things don't mold."
伊是烂污泥一撇，存在勿存在是一样个。,He is so insignificant that nothing changes if he were to not exist.
饭里吃出石屑来。,There are pebbles in the food.
地浪一个缺荡，落雨后常常积水。,The opening on the ground often collects water after rain.
伊立辣边边。,He is standing along an edge.
你撑边边？,Which side do you support?
屁股头浪打了两个补丁。,There are two patches on the butt [on the trousers]
我吃饭吃到半当中，拨伊叫走了。,I was told to go by him halfway through my meal.
路走到半当中，就坐下来休息了。,"Halfway through walking through the road, [we] sat down and took a rest."
他骂的人，自有他骂的，我们犯不着多心！,
作死啊，大清老早来敲阿拉个门！,"You should die, for knocking on our door so early!"
有心置货，何不多置几箱？为什么不间不架，止带这些？,"If you are willing to place the products, why not bring a few more boxes? Why are you caught in a fix and hesitating in bringing these ones?"
伊一跳舞就跳到半夜把再回来。,Once he goes dancing he only comes back at around midnight.
我一歇辰光就来。,I'm coming soon
今朝发生事故，一歇辰光我正辣困觉。,"When that thing happened today, I was asleep at the time"
早先头伊是勿做小生意个。,In the beginning he did not do small business.
到乃还辣白相？快点做功课去！,You're still playing now? Go do your homework!
已经秋天了，乃下去越来越冷了。,"It's already autumn, it will only get colder from here."
工夫做到半豁浪当停下来了，为啥？,Explain why you've stopped halfway through your work!
时有自卑感者，往往易患恐俄病。,"""Sometimes people with inferiority complex are often prone to Russophobia."
车子脱班。,The car is late.
今朝我上班脱班。,Today I was late to work.
剪刀、尺是我裁缝个吃饭家生。,Scissors and rules are necessary tools for my sewing trade.
拿俄米见路得定意要跟随自己去，就不再劝她了。,"When Naomi saw that she was determined to go with her, she stopped urging her. [World English Bible]"
一日最衰都系占中！,It's all because of Occupy Central! Blame them!
我只好卖卖香烟小弄弄。,I must result to selling cigarettes as a small business.
太阳拨云遮脱了。,The sun was hidden by the clouds.
伊拉娘一来，我领孙子个任务就解套了。,"Once their mum comes, my mission of picking up my grandson shall come to an end."
吵了十几年，今朝总算解套！,"After arguing for over ten years, today I'm finally getting a divorce!"
股市盘整已有好几天了。,The stock market has been stable for a few days already
年夜饭八只冷盘是起码货。,Having eight plates of cold food is a minimum for the Reunion Dinner.
我食盐多过你食米！,I've experienced much more than you!
还是伊分挺，一出手就是几百元。,"He's still the rich one, he always pays up with several hundreds of dollars."
我有一个住在什未林的朋友。,I have a friend who lives in Schwerin.
没有拨号音。,There's no dial tone.
我再迟到一趟就要敲奖金了。,If I'm late one more time I won't receive my premium anymore.
房间里弄了一天世界。,The room is in shambles.
世界就是一个巨大的草台班子。,The world is a huge ad-hoc team.
一条服装路九点钟一到，一片出摊声，热气腾腾。,"At nine on this street with many clothing stores, many stalls are put up, and everything becomes bustling."
由于父亲的收入减少，全家人将要勒紧裤头过活。,"Due to reduced income of (our) father, our whole family will need to live at reduced expense."
今朝我是拉斯卡，以后再也勿会去了。,"Today this is my last time, I'm not ever coming back."
乃末完结！,Now everything's ruined!
大学里一半人天天辣过信生活！,In uni half the people can’t be separated from their phones!
伊伊讲，讲勿好。,"Well, he, for some reason, said no!"
当「弃保」发生时，选民会抛弃自己原本支持的政党，把票投给另一党的候选人。,"When tactical voting happens, the voter will abandon the party they initially supports, vote for candidates in another party instead."
好菜全部卖光，只剩下点落脚菜了。,"All the good crops have been sold out, all that's left are the leftovers."
伊一日到暗都是刺溪我，我野怒伊。,He is always making fun of me; I'm really annoyed by him.
临出双粮前特登赶人走！已有近几十人中招！,"And whenever the 13th month's pay at year-end is coming up, they'll go out of their way to try to make you quit! There have already been tens of people who've been hit with this!"
为了更接近偶像，粉丝早早就到跨年演唱会现场卡位。,"To get closer to their idol, fans arrived early at the New Year's Eve concert to grab a good spot."
有没有不用拼爹就能找到好工作的方法？,Is there any way to get a good job without good family background?
这种芝麻绿豆大的小事，不值得大惊小怪。,No need to make a fuss about such small problems.
高官坐巴士「落区」，宣传政改，但却不敢下车面对民众，被讥讽为「坚离地」。,"The high-ranked officials ""visited local communities"" on bus to promote the political reforms, but did not dare to get off to directly talk to citizens. They were then mocked as ""out of touch""."
「铁公基」再次腾飞，基建基金如何布局？,RHI progress again -- how to plan infrastructure funds?
阳康了，第一件事想做什么？,"[Those who have] recovered, what do you want to do first?"
骑乘机车请戴安全帽。,Please wear safety helmet when driving a motorcycle.
海关相信该男子为毒品拆家，将被落案控以「贩运危险药物」罪名。,"The Customs believe the male is a drug dealer, and he will be charged with trafficking in dangerous drug"
对很多东西，我也有兴趣，想研究一下。你知喇，一旦洗湿个头，有排搞。,
我告诉爸，行毕业典礼的时候，我代表全体同学领毕业证书，并且致谢词。,"I told Dad that at the graduation ceremony, I would be representing all the fellow students in receiving the graduation certificates and delivering the [graduation] speech of appreciation."
我完全了这事、成就了这善果、将从你们那里、往士班雅去。,"When therefore I have performed this, and have sealed to them this fruit, I will come by you into Spain."
岂有此理，你甲治未量早去死死礼！,
大楼正在进行封顶仪式。,The building is undergoing the topping out ceremony.
社长对研发预算封顶。,The executive director sets a budget ceiling for R&D.
这小伙说话六不答对，不晓得说的甚们子。,This lad's words are nonsense. I don't know what he is talking about.
天暗得来，作时要落雨。,"The sky is dark, it might rain."
作弄人家勿作兴个！,Playing tricks on people is not appropriate behavior!
小女孩勒哈大人面前牵丝扳藤。,The girl is acting cute in front of the adults.
格毛几点钟？,What time is it now?
我将子参加工作，请多多关照。,"I just got this job, please look after me."
春卜交夏日头长，官兰花开我心酸，宫主出宫无回返，不知带在刀这庄。,"Springtime is about to become the summer, when the sun shines long; the orchids bloom while my heart aches. The lord of the palace leaves the palace and has not returned; no one knows the village in which he resides."
门外没有小朋友，只有一群八加九。,"There were no kids outside, only a bunch of gangsters."
做事计都是做半生成，透底无做成功。,"If you do everything only to halfway, you will never succeed."
当你在三和看到有青年恳求他人施舍一根烟时，说明他已经处在挂逼状态。,"When you see a young man pleading for a cigarette in Sanhe, it means he is already stuck in an unproductive, idle lifestyle."
满街都是红头兵和誓察，谁也出不了门。,The street was filled with cops and riot police. who also couldn't leave.
这儿的天气变化无常，刚才还是清空万里，现在却已经鸟云密布了。,"The weather here is fickle; just now, it was clear skies for miles, but now it's already densely covered in birds and clouds."
请问先生做盛行呀？,"May I ask what do you do for a living, sir?"
我左边龙，右边虎，老牛在腰间，龙头在心口，人挡杀人，佛挡杀佛！,"Azure Dragon (tattoo) on my left, White Tiger (tattoo) on my right, knife at my waist and Yellow Dragon (tattoo) on my chest. If a man stands in my way I kill him. If the Buddha stands in my way I kill him!"
如果叫我们国家的主人，有很多事情无法解释。如果叫人矿，那就全都说得通了。,
人矿不必扎堆在龙年生龙宝宝，因为人矿的孩子都是牛马的命。,
没办法，农民就得土里刨食才能活下去。,It is what it is. Peasants have to work on the farms to survive.
我垃海图书馆里向。,I am in the library.
妹妹已经吃剩饭碗头。,The little sister has already eaten most of the food.
这座老桥给炸掉了。,The old bridge has been blown up.
律文失入减三等，失出减五等。,"According to the law, passing an unduly harsh sentence is punished by demoting 3 ranks, and passing an unduly light sentence is punished by 5."
智深喝道：「你那众泼皮，快扶那鸟上来，我便饶你众人！」,"Lu Zhishen shouted, “You scoundrels, lift that jerk up (from the latrine pit) and I'll forgive you guys!”"
现在走线的人越来越多了，特别都想要在美国总统选举前就来美国。,
泉台上再设新房，地府阴司里再觅那平阳门巷。,"Let us build our home on our grave, and seek for reincarnation into an ordinary family in the hell."
我们希望他吉人天相，早日康复。,We hope that he will be blessed by the Heaven and get well soon.
那影片里的怪物简直就是个伪人，长得太像真人却又不完全是。,The monster in that video is practically an alterative; it looks so much like a real person yet isn't quite right.
他怀疑电视里的主播已经被伪人替换了。,He suspected that the anchor on TV had been replaced by an alterative.
我不相信印度的航天科技能超越中国。」「你不信，那便等着瞧！,"Belligerent Chinese: I don't think India can ever overtake China in aerospace technology.
Infuriated Indian: What goes up must come down!
News Headlines: India makes history, first to land on lunar south pole"
恶人先告状，你等着瞧！,
你不服来告，我等着瞧！,I am unfazed by the prospect of a civil charge. Sue me if you can!
你有种来踢馆呀，我等着瞧！,Dare visit our martial venue and I'll show you who's the boss!
我可不是好惹的人！,You don't want to mess with me!
呢只糖几烟韧。,This kind of candy is pretty chewy.
间屋烧到含含声。,The house is having a fierce fire.
个市升到含含声。,
逢礼拜三跑马地都会跑夜马。,
一九六八年圣诞节，及一九六九年复活节，分别举行两次浸礼，共有六位新葡。,"On Christmas 1968 and Easter 1969, two baptisms were held respectively, with a total of six newly baptized believers."
我爷娘是养我一个头。,"My parents gave birth to only one child, that being me."
中华文明是新疆各民族文化的根脉所在。,Chinese civilization is the root of the culture of the ethnic groups in Xinjiang.
搭地铁到南京路要多少辰光？,How long does it take to get to Nanjing Road by metro?
请认准本品商标，以防假冒。,
把充电宝带上吧，以防万一。,"Carry the power bank, just in case."
禁卒领了这样的命，就把他们下在内监里，两脚上了木狗。,"Having received such a command, he threw them into the inner prison and secured their feet in the stocks."
我劝他来拨话语说说清楚，他硬劲不肯来。,"I've been telling him to elaborate things clearly, but he wouldn't do it no matter what."
阿拉要开始了哦！抖豁伐？,We're about to start. Nervous?
接个青年人真当不错。,This young fellow is certainly great.
墙头砌得价套高还不够，要砌得价套高才子够。,"The wall needs to be built this tall, building it this tall is not enough."
伊都无来啊。,He/She didn't even come.
伊着无来啊。,He/She didn't even come.
点啊，水炮车？你想点啊，水炮车？,
格个地方还潮猛还潮猛个。,This place is just so damp!
饼干还潮了，勿好吃了。,The biscuits have gone bad / aren't crispy anymore (because of the moisture). They can no longer be eaten.
地球围绕太阳一周为之一年。,A year is defined as [the time that] the Earth rotates around the Sun for one cycle.
贵支不出意外地又一次站在了文明世界的对立面，真可谓是「自取灭亡」。,"As expected, Your Zhīnà once again stood on the opposite side of the civilized world, digging a grave for itself."""
今朝做运动做到我摊摊腰。,I'm completely exhausted from doing exercise this morning.
伊定定予人咧差教。,He/She often sends people on errands.
伊定定予人咧差使教。,He/She often sends people on errands.
我是予人咧差用。,I have people sent on errands.
我们先父，在热河儿出差。有一年，奉委视察蒙古，我跟着去了。,"Our late father was on a business trip to Jehol. One year, he was commissioned to inspect Mongolia, and I followed him there."
你梦个话无缘！,Don't you say we're not meant to meet!
十年动乱中，校园建设遭到严重破坏。,"During the Cultural Revolution, the development of the campus met with grave damage."
1976年10月，「四人帮」的粉碎，十年动乱的结束。,"In October 1976, when the ""Gang of Four"" was defeated, the ""ten years of chaos"" came to an end."
生食都无够，哪有通曝干？,"It's not enough to eat now, how could there be extra left to dry and store?
(Which means that life has been already tough, and the speaker dare not have extravagant hopes for the future.)"
伊三十较加。,He's a bit more than 30 years old.
丫头，你咋好像是进了动物园啦？别拿这看长脖儿鹿的眼神儿看我！,"Girl, how come it's like you're in a zoo? Don't look at me like you're looking at a giraffe!"
非洲看长脖儿鹿，哪儿没有长脖儿鹿呀？,Go to Africa to see giraffes? Where is it short of giraffes?
